"We've been dealing with it for months, and months and months.",0
"I would buy it, if it did not cost an arm and a leg!",1
Even a baby could pass that test!,1
And soon I'll be famous beyond belief.,1
Old Mr. Smith has been teaching here since the Stone Age.,1
"Set a beggar on horseback, and he'll ride to the devil.",1
Nothing's impossible!,0
A day was twenty-four hours long but seemed longer.,0
She'll erupt when she finds out that her brother left.,1
Nobody can beat level six.,0
Supernatural courage is needed when bringing a message to a hostile audience.,0
Living with apprehensive parents is being trapped in a tower.,1
A man can have a belly you could house a commercial aircraft in.,1
We are traversing the vast desert of everyday life.,1
Jason would rather lose an arm than lose face by pulling out.,1
It was said that he had read so many books that his brain dried up.,1
All these parties will break my bank.,1
Dust-like snowflakes began to fall.,0
"See, my dear, a pair of high heels is indispensable these days.",0
The joke was just epic!,1
"I'm sure the spider was about to leap off the wall, latch itself onto my leg and start gnawing me.",0
Not too far away is an empire of chicken farms.,1
The girl is no one.,0
You could see she was scared to death.,1
I'll see him wriggle like a worm on a hook!,0
The style is the man.,0
One could swear that the contortionist had no bones.,1
Being in debt makes my muscles itch.,1
Masses of garbage reached so high that it lifted the roof.,1
"You are not a fully-grown man, you are a clown.",1
This drink makes you grow wings.,1
"Remember, Quasimodo they're gypsies. They'll steal us blind.",1
My lover's arms were made to hold me close.,1
The taste is perfect.,0
The veteran proclaimed he had tree trucks for legs.,1
Being led around aimlessly felt like being a zombie.,0
It's painful to see you eating pineapple pizza. It hurts my Italian heart.,1
Books are food for avid readers.,1
Many questions were fired at us.,1
His eyes were pure black.,0
"Wow, I'm dead from the neck up today.",1
I know this place like the back of my hand.,0
He's a wrecking ball for the future of the Party.,1
I can see you've lost your mind.,1
It was unpleasant seeing her in those cheap shapeless clothes.,1
Daisy Buchanan is Gatsby's grail that he fails to possess.,1
I depend on my green tea fix each morning!,1
"You're so sweet, you give me diabetes.",1
His charisma magnetized us.,1
"When you get emotional, your brain sort of short-circuits.",1
Parents' affection is cosmic.,1
I can smell pizza from a mile away.,1
I don't work without coffee: it's my lifeblood.,1
The resources are pitifully small.,0
She had an ethereal glow about her.,1
The title says it all.,0
The president said that the well-being of citizens is his North Star.,1
Your judgement at this point is worth less than nothing.,0
The minister told the guests that the couple's friendship was sweeter than honey.,0
I swear you've doubled in size since I saw you last month.,0
Weight training is ridiculously good for you.,0
His studded jacket is drilling in his body.,1
They go about together like Siamese twins.,0
They were probably hoping to crucify me in front of the whole world.,1
Guess you've run out of thoughts.,1
One winter was so cold that the snow turned blue.,1
So much snow that it's like walking in the firmament.,0
"To some, AI is taking the lid off Pandora's box.",1
"She is only a puppet, acting on the directives of her friends.",1
Many people say that my father is still a kid.,1
I've seen this movie at least eighty thousand times.,1
It's the end of the world.,1
It is a truth universally acknowledged that a single man in possession of a fortune must be in want of a wife.,1
Christmas will never come.,1
She ran the whole gamut of emotions.,1
He used to teach there and used to get harassed by all the pupils.,0
That lawyer's words are bullets.,1
The taste of Kellogg's Frosted Flakes brings out the tiger in you.,1
Art is my stairway to heaven.,1
No other friendship could be so strong.,1
It drives me crazy when you only drink half of the soda.,1
"And there, before you, is barbeque perfection.",0
"Come on, I'm a vault of secrecy.",1
Seeing my bestfriend again would mean the world to me.,1
After workout I feel I could lift a sumo wrestler.,1
We used to be as little independent as a flock of sheep.,0
His mother is very apprehensive and keeps him in a bubble.,1
That man corrupts whatsoever he touches.,1
These flowers are absurdly awesome!,0
And it is a tiny mouthful of heaven.,1
I love you with so much of my heart that none is left to protest.,1
Over my dead body are you meeting with them.,1
This policy will plunge the country into a chaos.,1
My hair is poker-straight.,1
Your body is a wonderland.,1
"Sometimes, ignorance is bliss.",0
I felt an explosion of flavor in my mouth.,1
Your speech evokes a thousand sympathies.,1
This restaurant sums up the neighbour in all its hipster glory!,1
"This blog is my harem, where my innermost secrets are shared.",1
He's a monster.,1
"It's so dark, a bat couldn't see in this room.",1
They were laughing to death.,1
"You stepped on a land mine, boy.",1
Daisy was an unattainable woman.,0
These are the proofs of the invincible smartness of the human race.,0
"When everyone went home for holidays, the campus became a ghost town.",1
You're being stalked by an emotional vampire.,1
It'd take a miracle to get me into the army.,1
It's time to stop living like a dead man.,0
I lost my sense of humor in the before Christ to be precise.,1
Be silent as a ninja.,0
"Move, there's no time.",1
"You've made me the happiest man alive, Rita.",1
I just got hit by an avalanche of cramps.,1
He could swear he saw a wisp of smoke coming out of her ears.,1
With a word she can get what she came for.,0
I swear he'd rather die of starvation than even take a whiff of it!,1
"That artist is a wordless person, she rarely speaks.",1
"Forget knocking it out of the park, Frank can knock a baseball off the continent.",1
We must obey my mother's whims! We bow to her power!,1
This is a must buy!,0
"The town I grew up in is so isolated that rock, paper, scissors is considered a high tech game.",0
He drank a tanker of milk as if he was a drain.,1
This musician is the god of guitar.,1
I do not breathe without you.,1
Better be out of the world than out of the fashion.,1
You don't ever listen to me.,0
I thought we had a deal but you stabbed me in the back.,1
Fabulous new haircut!,0
His bark breaks the sound barrier.,1
I broke my ribs laughing.,1
My tongue is a piece of sandpaper.,1
"And your father and I worked on those plans together, for months and months and months.",0
He's light like a feather.,0
"I'm quite imperturbable, only UFO can rock me.",1
"When my dog waves, his tail it causes hurricanes.",1
The flower of poetry will spring up toward God.,1
We picked up a bottle once on a trip and were blown away!,1
It is unthinkable to love and be wise.,1
"Given its advanced technologies, this is more of a spacecraft than a regular car.",0
People hang on your every word.,1
He eats a mountain of junk food.,1
Haven't seen you in ages.,1
I'd love to hang out eight days a week.,1
It turns out Crumpet Manor had left Lily into a comatose state of relaxation.,1
My bedroom is my sanctuary.,1
I can conquer the world with you by my side.,1
Imagination is the queen of truth.,1
"Your mom is so fat, I could slap her thigh and ride the wave!",1
You can tell the judge how you made it vanish into thin air.,1
"Starting from today, I'm a brand new person.",1
I would give my possessions for a pot of ale.,0
He walked down the road to nowhere.,1
"I'm dying of hunger, I would eat a horse.",1
"I am sitting here, throned in blue sky like a sphinx.",0
Travel broadens your brain.,1
Idleness is the root of evil.,1
Finding the piece of paper in this chunk of documents is like looking for a needle in a haystack.,1
No one follows the rules in this office. It's a jungle.,1
"Two years ago, I catapulted myself into the fashion world.",1
Why did you beat him to a pulp?,1
That old soldier is ready for another battle. He's made of iron.,1
I worked myself to the bone.,1
It's a no brainer.,1
The pictures prove that the poor country has turned into hell.,0
A roaring deluge of applauses followed the performance.,1
I was dazed by the elegance of the B&B.,0
"If this character was a real person, I'd break every bone in his body.",0
He's a giant with the brain of a chicken.,1
Living with you is a rollercoaster but it's worth the thrill.,1
"When your mother saw you, she was about to pass out from excitement.",0
"My job is so boring, I want to die.",1
Too much work makes me feel demolished.,0
My paperworks piled up to the ceiling.,1
His shout could split rocks.,1
"Trust him, he's more faithful than the rising sun.",0
Democrats and Republicans will agree on a tax reform bill when pigs will have wings!,1
"She has so many watches, she'd need eight arms to wear them all.",0
Completing the puzzle took me decades.,0
I am tormented day and night.,0
I was mortally sorry.,1
That idea is eating away at him.,1
"As he grew, Victor became a shining star in a family of achievers.",1
Give a man rope enough and he will hang himself.,1
Your indifference is tearing me apart.,1
You hear that noise? It's ear-piercing.,1
The ancient castle was so big that it took a week to walk from one end to the other.,0
Your words are poison.,1
Sarah is completely lacking any sense of humor.,0
Swamps of people are coming to my birthday party.,1
The blood flowing from the boy's tooth covered the tiled floor.,0
It seems to have been raining for fourty days and fourty nights.,0
The flap of skin opened like a cupboard door.,0
Your predictions were right. You have a third eye.,1
They were in a trance when arguing with that manipulator.,1
Those criminals are feasting on violence.,1
My evening jog with Bill turned into a marathon.,1
The global crisis has seen prices skyrocket over the past week.,1
The new king'll be all-time adored.,0
There are cascades of clothes in my wardrobe!,0
You will give a good first impression without a doubt.,1
This is the single most important advice of your life.,0
Hyperbole is the greatest thing in the history of the universe.,0
The Eagle soars in the summit of the azure.,1
"As a father, in this moment, there's just pain in my heart.",1
Bring these vermin to the Palace of Justice.,1
"Social security, health, welfare and education systems are being laid on a Procrustean bed.",1
The secretary is a boot licking lapdog.,1
My dog can run faster than a thunderbolt.,0
Doesn't change the fact that we're up to our necks in muck.,1
He orders his family not to forget that he is the king of his house.,1
"If Sylvia flirted with Johnny, Steve threatened to beat the living tar out of her.",1
She was worn to a shadow after months of nursing her sick husband.,1
"I heard you possess eagle vision, Mister.",1
I'm on a whisky diet. I've lost three days already.,0
"Don't touch a woman, not even with a flower.",0
I thought I'd found sugar-free chocolate nirvana at first taste.,1
It'll just - bam! - hit me like lightning.,0
This year the new fashion trends spread like wildfire.,0
She can't see but darkness: she's desperate.,0
Seeing you again - my life seems to stop there.,1
This new computer program is all Greek to me.,1
The boy is an Adonis...and he knows it.,1
I wouldn't miss the party for anything in the world.,1
"At this price, it's a steal!",1
I wear my favourite t-shirt day in day out.,1
"She stood frozen, searching for him.",1
My oral exam was very quick. I was done seconds after entering the classroom.,0
The reputation of this pizza's hanging by a thread.,1
A friend of mine brought the chips into work with the claim "these will change your life".,0
I'm begging! Give me the last piece of the cake.,1
The water in the sea is almost boiling.,1
Life goes in a heartbeat.,1
Music is my daily drug.,1
Fools rush in where angels fear to tread.,1
The sins of the people would weight so heavy upon the land that the whole town would collapse.,1
The player is undeniably talented.,0
She met my dad and then got whizzed off to so many different countries.,1
"Oh, you are soaked to the bone, monsieur.",1
We were getting to be like two goldfish in a bowl with no way out.,0
"Oh, my mother, if you cough somewhere in Siberia she'll hear you.",1
"Intellectually speaking, this city is almost as sterile as the Sahara Desert.",0
She has a fairy aura.,1
A man without purpose is an empty individual.,1
He is a good dog who goes to church.,0
This spray will fill your days with the freshness of the ocean breeze.,1
For dinner he would eat a silo full of grain.,1
"The temperature was so low, I saw polar bears wearing jackets.",1
Bikers coming from behind you are a calamity on the roads.,1
"His teeth would uncover, and shine savage like the furnaces.",0
Taking my eyes off her is absurd.,1
"I only step on your toe, don't make a federal case out of it.",1
Jack Marshall wouldn't hurt a fly.,1
An idle brain is the devil's workshop.,1
Ice-cream saves human beings from boredom.,1
You are but unreasoning apes.,1
He has a whole room filled with cash.,1
I'm a hundred percent American.,0
"No matter what anybody says, you'll always be a prince to me.",1
"Of the two brothers, the oldest was unquestionably the smartest.",0
Ours is the world's favourite airline.,1
Marta is pathologically unpunctual to her appointments.,1
Stop bothering him: you're playing with fire.,1
It took him about an hour to comb his hair.,0
College students eat crap.,1
Life is rushing by like a river in flood.,0
His nose became so long that he could not even turn around.,0
The old driver arrived not a second too soon.,0
It must be a dream!,1
He has as many debts as a dog has fleas.,0
His piano playing is enough to make Beethoven turn in his grave.,1
That chocolate melts in your mouth like a single snowflake in the palm of your hand.,0
At no time does a watched pot boil.,1
The work of the farm seemed to rest entirely on this horse's mighty shoulders.,1
Shopping drained me today.,1
"Here he was, in total control.",0
Shower her with compliments.,1
Life is a hospital where we fight to cure ourselves.,1
Let's be best friends in perpetuity.,0
I'm burning of envy.,1
The tourists will soak up any information you give them.,1
Making drastic choice is necessary for an adventurous life.,1
Professors read a boatload of essays.,1
"He that drinks beer, only thinks beer.",0
"If our plan goes up in smoke, I leave the group.",1
She can have any boy that she wants.,0
Anna's cooking is a force of nature.,1
They cooked a turkey the size of a cow.,1
It is enough to fright you out of your seven senses.,1
I'm sold!,1
"My dog is so ugly, we had to pay the fleas to live on him.",0
It's unfair how the media is martyrizing the ten year old boy.,1
There are no words to describe my admiration.,1
His ambitious hunger moves him to a pantagruelic attempt.,1
"You are a vision of loveliness, darling!",1
That was the easiest question in the world.,0
"When sorrows come, they come not single but in battalions.",1
April is the cruelest month.,1
I've found my Atlantis not far from home.,1
"His classmates laughed at him, saying he had a pea-sized brain.",1
Shami and Peter are deliriously happy together.,0
The task was of too herculean a nature to be accomplished within four years.,1
I could live on these broccoli and there is no need for anymore to say.,0
Johnny was scared of his own shadow.,0
Her eyes were gray and sharp like the points of two picks.,0
Cry me a river.,1
"You can see what she's thinking, like she's almost transparent.",0
What kind of sorcery is this?,1
Love is blind.,1
Precisely nothing could go wrong with his plan.,0
"And he was rich - yes, richer than a king.",0
I must impose chains upon myself.,1
An army of artists was crowding the room.,1
I'm sure you are another Mother Teresa.,1
Grandpa is older than dirt.,0
She shows no emotions: she has become an iceberg of a woman.,1
"The coffee was really good, but it costed me my monthly money.",1
Her boyfriend would obey her commands like a tame pet.,0
It's an indefensible sin to steal a pin.,1
They are unlike any other olives out there.,0
He was born with crystal bones.,1
"It's so hot, it feels like I'm in a sauna.",0
Franch's is more than the best.,0
"She smiled at me, I almost fell out of my chair.",1
This new brand is unmistakable.,0
"I can't let go now, I'm possessed.",1
The news has been blown out of all proportion.,1
I sold my soul to the Devil to get you through college.,1
Her strength awoke in poets a love that is eternal.,1
This kind of anger rages like a sea in a storm.,0
"Precious, self-contained, and solitary as an oyster.",0
He appeared like a descended god.,0
"That said, I'm on the precipice of doom.",1
The best education systems don't necessarily dole out piles of homework to students.,1
My little sister gravitates towards me. She's my satellite.,1
"There are no leftovers, he's a dustbin!",1
This room is an oven.,1
Why do we have four thousand forks and no spoons?,1
It was a gust of fragrances.,1
This is a tough situation. You're having a gorilla on top of you.,1
I want to get you out of my head.,1
There's dust everywhere.,1
He is so vicious that there should be a circle in Dante's Inferno specifically for him.,0
John was called "the elephant of the class" for his clumsiness.,1
Looking for a featherweight tripod.,1
"With each of her screams, the world came apart.",1
I have a headache the size of Texas.,1
The true meaning of decadence can be found in this meal!,0
Every one of her drawings is a rapture for the eyes.,1
Have you seen the feverish activity in grandma's kitchen?,1
Hope deferred makes the heart sick.,1
He is more aged than the hills.,0
There are ketchup die hard fans out there.,1
If I tried to carry all that cargo in my head it would make me stoop-shouldered.,0
"I don't lie, I'm a slave to the truth.",1
You're too beautiful.,0
My dad'll hit the roof when he finds out that I wrecked his car.,1
A player who can stop our team from winning the championship does not exist.,0
He has an encyclopedic knowledge of the impressionists.,1
The king can do no wrong.,0
Chris won't drive her home because she lives on the other side of the universe.,1
"Your father is a legend, no one worked hard for the community like he used to do.",0
She enters my brain and cleans the mess.,1
My heart burns for you.,1
This croissant made my day.,1
"Once I get her tuned up, this old car will go like greased lightning.",1
Most of the businesses here are already skating on thin ice because of the economy.,1
You're an infant dad.,1
I can make the best pesto in the world.,0
Bittersweet nectar flows in measureless abundance.,1
Religion is the opiate of masse.,1
"No one knows where Gatsby came from, but he was surely swimming in money.",1
"Julia is shy but when it comes to fashion business, she's a war machine.",1
The story hit the web and inflamed the chat sites.,1
"By the time Alf finishes that story, his beard will be three inches longer.",0
Punctuality is the soul of business.,1
At no point in my life I'll say "never".,0
She gave a deadly glare at the people making fun of her.,1
It's hot enough to fry an egg on the sidewalk.,1
He's leaping up and on the bed with such force he'll be catapulted through the roof.,1
Needs must when the devil drives.,1
Get a deep knowledge of that world which is man.,1
The air I breathe in a room empty of you is unhealthy.,0
I've drowned myself trying to help you.,1
She spilled the wine on the table...this is a catastrophe!,1
"I mean, you have the kind of talent that I would chop off my head to have.",1
They were gone in no time.,1
He only has garbage in his brain.,1
There was a magical atmosphere.,1
The new shampoo is ten times better than the other.,0
"When spectre-like, I enter alone upon the stubble field.",0
"Sorry, I forgot my head at home.",1
I've been reading "The little prince" since I was knee-high to a grasshopper.,1
"Nate discovered the reason why she's still single, despite a legion of suitors.",1
His version of the facts is infinitely more convincing.,1
My whole sense of being had been shattered by an emotional earthquake.,1
There's no index and the story isn't linear: this book is illegible.,0
The most fun you'll ever have.,0
One picture is worth ten thousand words.,1
I'm scared the spider will anaesthetize my legs and start chomping them.,1
"March comes in like a lion, and goes out like a lamb.",0
What she touches turns to gold.,1
John's new idea is a theoretical diamond.,1
Not a word of it made sense.,0
I would eat pizza at every moment.,1
The chance of your friend seeing us is astronomically small.,1
After lunch I was full to overflowing.,1
"At that point, the presidency was fatally wounded.",0
She has a magic touch I mean she fixes my problems.,1
This is honestly the best seasoning salt in all the land.,0
The crowd was enchanted by the performance.,0
You're a grumpy bear.,1
He lost his shirt in the stock market.,1
Manners make the man.,1
Football is all he cares about.,0
"I resign from humanity. I no longer want to be, nor can still be, a man.",1
Living under my parents' control is a damnation!,1
Kilometric line at the cashier.,1
My nephew is moving heaven and earth.,1
She thinks avocado tastes like compost heaps.,0
The pain was unendurable.,0
Satisfaction floods into my veins.,1
The level of discombobulation in the realm of global politics is simply colossal.,1
John has a divine smile.,1
Sky is falling.,1
My ex boyfriend! Treacherous snake!,1
Sacrificed my french fries to his monstrous appetite.,1
I'm speechless!,1
When the girl lost her puppy she cried an ocean of tears.,1
My spirit is crying for leaving.,1
"I can't breathe, there are mountains of dust here.",1
That child is getting into a whole world of trouble.,1
The eye of a master does more work than both his hands.,0
In that library they have forests of books.,1
"Love, love, love these!",0
He thinks that the affectual bonds prevalent in the older world has been pulverized by modernity.,1
Knowledge without conscience is but the ruin of the soul.,1
Your shoes can buy a bungalow.,1
"When I was young, my family was my universe.",1
Illusion is the ultimate weapon.,1
The little girl was drowning in her tears.,1
I'm living on bread and water.,0
He groaned as if he was being crushed.,0
He put loads and loads of cream on his cake.,1
Newspapers only contain garbage and dirt.,1
He is just building castles in the air if he does not take any action.,1
I apologized like a madman.,0
My powers are beyond your mortal imagination.,1
"I now embrace ""Hollywood"" endings, but there was a time when I genuflected to kill-offs.",0
The minister is going to wreck the country with his budget cuts.,1
"He had a great reputation as an orator, and is characterized by Ennius as ""the quintessence of persuasiveness"".",1
I have a horrible face today.,1
This is how to be irresistible to women.,1
The secretary was pounding the keyboard trying to finish the report.,1
I simply fell in love with these chips and refused to share them with my friends.,1
It's all top secret and now everybody's walking on eggshells.,1
They witnessed a paradise revealed on this very same earth.,1
It is the last straw that breaks the camel's back.,1
I am trying to solve a million issues these days.,1
Their latest album blasted its way up the charts.,1
It's raining cats and dogs.,1
Saying the entire campaign is ill-informed because you disagree with one point is throwing out the baby with the bathwater.,0
Everybody's eyes are as large as saucers.,0
Dad went ballistic when he saw the dent in his car.,1
Granma was a harsh school girl who made kids behave. She was a real paint-remover.,1
The lesson was taking forever.,1
The cream you bought will last for centuries.,1
"As the exam date approaches, she becomes a sort of hermit, spending all her time in her room.",0
I've had to reinvent myself from the ruins of my choices.,1
"Apparently, my fingers are made of butter tonight.",1
It is intolerable to live without my phone.,0
I am exceedingly sorry.,0
Look at her furious fingers articulating words as she writes the report.,1
The meeting was a nightmare.,1
My sister is a vortex of intelligence in space.,1
"I'm so drunk, the world spinning around.",1
You are slower than a snail.,0
"Your interpretation goes too far, it's a Pindaric flight.",1
My parents would have about two hemorrhages apiece if I told anything personal about them.,1
We've been here countless times.,1
He has the charisma of a traffic cone.,1
You guys are both less than zero help.,1
"But you are mute, mute as a fish.",0
"Getting older helped me clarify the events of my childhood, without exceptions.",0
I am crushed by a corrupt and criminal justice system.,1
I am in the middle of an emotional tornado.,1
The act of love strongly resembles torture.,0
A hundred thousand apologies would not be enough.,0
His feet are colder than the arctic.,0
"Well, you've got an empty head.",1
Sometimes asking feels like firewalking.,0
Johnny worshipped the ground Dallas walked on.,1
"You unreasonable, pompous, blustering, old windbag!",1
It's been a lifetime since I found someone nice to me.,1
"Here I sit, sunk in my thoughts.",1
I'd rather French kiss a rattlesnake than miss a gym period.,1
I couldn't believe how large the size of the potatoes was.,0
You could have knocked me over with a feather.,1
I'm dissolving into a puddle.,1
"Their headmaster was omnipresent, as he seemed to be all around the school all the time.",1
My aim is as certain as the rising sun.,0
My granpa snores louder than a faulty engine.,0
I could smell his hellish breath.,1
Your pride is a mortal sin.,1
My admiration for him is deep as the ocean.,0
"Well, dear, her hostess would reply with a frigid smile.",1
Boys will gladly go to war for you.,1
"Me, the wife of that boorish, brainless man.",1
"As a matter of fact, I'm all steamed up about it.",1
Tastiest roast of all times.,0
I mean this was Toyland in the midst of the depression.,1
You can search in heaven and earth but you'll not find me.,1
ABU is hypnotically drawn to it.,1
People bend to his will.,1
She can make me follow her with one word from her lips.,0
That girl is a marionette who is manipulated by what she sees on TV.,1
He changed his mind in the blink of an eye.,1
"You won't beat this taste, it is insurmountable.",1
Its golden roofs are brighter than the sun itself.,0
I would recognize my sisters a day's march away.,1
"He is so majestic, when he wears a yellow shirt people yell: ""Hey taxi!""",1
You're charged with high treason for telling mom I didn't have lunch!,1
She's a difficult person to work with because she has no filters.,1
The study of beauty is a duel in which the artist cries out in terror.,1
You always concentrate my whole senses.,0
No one knows her. She's mysterious as the dark side of the moon.,0
Another idea burst into flames.,1
"Stop using onion in this recipe, you dregs of mankind.",1
Each of these girls is a perfect porcelain doll.,1
They sell books by every author who has ever set pen to paper.,1
The meal I prepared contains a million calories!,1
Scientists are light years away from understanding the human brain.,1
To infinity and beyond Buzz.,1
John invariably knows the right thing to say.,0
A sea of people surrounded the stage.,1
Such an unscrupulous person...he's a pig.,1
Look how grown up!Only yesterday you were on your tricycle.,1
Sleeping on this pillow is sleeping on a cloud.,1
For a few dollars they would start a war.,1
The big bells as loud as the thunder.,0
That child is the devil incarnate.,1
They are a stingy family. There are like trillions of savings under one roof!,1
"When you open this map, you own the city.",0
"I tried to explain myself, but she is a waxy-eared person.",1
I write my diary when I feel crushed by the weight of life.,1
My sister uses so much makeup; she broke a chisel trying to get it off last night!,1
"My aunt is so fat that when she walks by the TV, I miss three shows.",1
The old man is a dinosaur.,1
"My best friend is so forgetful, I sometimes have to remind her what her name is.",1
Your kindness turns me upside down.,1
Cowards die many times before their death.,1
He lives far away - on the other side of the Galaxy.,1
Peter's essay constituted yet another infinite monologue.,1
"During the debate, the president ate reporters and photographers.",1
"You must come out of bed, I've walked a thousand miles to spend some time with you.",1
"Right now, with the sword hanging over my head, I don't have any kind of financial support.",1
"She's bothered by dust, so she's unceasingly cleaning the house.",1
Let me see an abyss of knowledge.,1
I'll persevere till the stars drop from the sky.,1
There lived a man as big as a barge.,0
I've got a thorn in my heart.,1
Perfection assassinates creativity.,1
I don't think a herd of elephants would be as noisy as this class is today!,0
He's the worst man on earth.,0
She's like vomiting all her feelings out with hate.,0
Reading dog food labels is often like reading hieroglyphics.,0
I'll be crystal clear: I don't like him.,1
Turning your face away is a punch in the gut.,1
The painter knows that looking at the beautiful landscape is an orgasmic experience.,1
Too many clothes in this Indian Summer and I am suddenly in a bath of sweat.,1
The president has fought tooth and nail to be reelected.,1
"I'm a burst of colors today, I'm wearing a yellow t-shirt and red trousers.",1
She's a dictator in our house.,1
Molasses buckets appeared from nowhere.,1
He's my favourite person in the world. The rest is drips.,1
"You get into that University, you won't get out alive.",1
This discovery is like a tender newborn to young scientists.,0
This dirty money we're using to finance the campaign is a ticking time bomb!,1
"New hair, new life.",1
"Your plan is too risky, it's a suicide.",1
"I just can't seem to forget him, he contaminates my head.",1
The bad sides are so overpowering that she can't see anything else.,0
You have ravished me away by a power I am unable to resist.,0
"I'm half dead, for Christ's sake!",1
"When the last light set, it was like the whole world stopped.",0
This is one breathtaking panorama.,1
Admit you're a Judas.,0
Once I would open a bag I could not stop eating.,1
She's drinking like tomorrow doesn't exist.,0
"If you leave me, I'll erase you.",1
"And his sensibility, oh, he must be related to those machines that register earthquakes.",1
You are what you eat.,1
He only sees himself.,0
The sight of them kissing is so gross that it makes me want to puke.,1
"Since you stopped partying, you're a nullity.",1
TV is bombarding us with subliminal messages.,1
The secretary was up to her eyeballs in paperwork.,1
"He looked at the glass, and lowered his lips to that oasis of moisture.",0
It is idle to swallow the cow and choke on the tail.,1
I'm not staying here one more minute!,0
Junk food is the one thing they'll buy in spades.,1
"I swear, my teacher is omniscient.",1
"Your beard is so hairy, you look like Chewbacca.",0
Don't strain at gnats and swallow camels. There are worse problems than that around here.,0
"Sad to say, but she was a relentless drinker.",0
"Dresden was kind of the moon, nothing but minerals.",1
And with all this romantic atmosphere disaster's in the air.,1
The perfect pound cake recipe is worth its weight in gold.,1
My professor is a volcano of ideas.,1
Shuttling between conferences over the past years has been an interstellar enterprise.,1
The mail was taking on Alpine proportions.,1
That runner is faster than light.,0
They will die of envy.,1
The gladiator beated all his opponents with his superhuman strength.,1
"Whenever I watch the movie, that scene kills me.",1
I'm so thirsty that I would drink a river.,1
Her anger radiated like a nuclear explosion.,0
This confection has been around a few centuries in my house.,1
Anna cried blood tears before obtaining her bachelor's degree.,1
Her skin was whiter than snow.,0
He was skinny enough to jump through a keyhole.,1
My mother is a tyrant.,1
Changing your favorite team is like breaking a blood oath.,0
In my family every birthday is a national holiday.,1
Inviting my mother-in-law to stay here is a recipe for disaster.,1
I bet my life that you will laugh.,1
The waiting has been endless.,1
I almost jumped out of my skin.,1
The house is the size of a postage stamp.,1
The mall is large enough to have its own zip code.,1
I'm going to explode.,1
"I'm moving, all my life's in this luggage.",1
This drink is a rocket in a bottle.,1
I would commit murder to have that new phone!,1
Her beauty eclipsed the sun.,1
This room is a mess. It looks like it was hit by a tornado!,0
You need an elevator to look at him in the eye.,1
"Cheryl is so moody, she's four seasons in a day.",1
"My love, you are my oxygen.",1
"When my parents enrolled me in college, they basically sentenced me to death.",1
"This steak is so rare, I think I heard it moo.",1
Our fight has been going on since the beginning of time.,1
He tolerated my annoying questions. That man is a saint.,1
They will kneel before his talent.,1
His laughter shakes the walls.,1
Your room is a jungle!,1
I am so tired I could sleep for a year.,1
Every flavor is dynamite.,1
She is sinking in a sea of misery.,1
We all cracked up at the joke.,1
The principal is unhappy...we're in trouble.,0
The availability of data is likely to lead to a large amount of statistical analysis.,0
Love you so much.,0
"Man, your compassion is huge.",0
Marriage is the end of love.,1
I went into the shop and we bought a lot of things.,0
He's very mad.,0
You're exaggerating.,0
"Speech is good, but silence is better.",0
No offence but she's dumb.,0
Miss Trunchbull's lips stretched in a serious smile.,0
We're going to turn this sow's ear into something more valuable.,0
This one is valuable: you don't touch him.,0
